channelId,channelName,type,uploads,views,likes,comments,avg_views,er,shorts_ratio,median_views,p90_views,avg_subscribers
UC-SyztjdHD5sJjo8Uu2bkDg,리뷰마스터-i9y,creator,1,6,0,1,6.00,0.166667,0.0000,6,6,0.00
UCV1ZDRRnURjXqYpsemOlq_A,COBTREE,creator,1,6,1,1,6.00,0.333333,0.0000,6,6,0.00
UCeGNwLRxieDxytW2aOkqA7Q,김두나-x1j,creator,1,4,0,1,4.00,0.250000,0.0000,4,4,0.00
UCVd6VaPsLgW_YEUQ3ztEY1g,뷰티전문가-c2y,creator,1,3,0,0,3.00,0.000000,0.0000,3,3,0.00
UCqBCSzCi4xNJLfqjjI42moQ,shoppingguru227,creator,1,3,0,1,3.00,0.333333,0.0000,3,3,0.00
UCVytaLRq5J3DeZmsrwplE4A,리뷰잇-t2x,creator,1,3,0,0,3.00,0.000000,0.0000,3,3,0.00
UCzB7adrgFegHbDEGTYgOzVg,리뷰헌터-r7s,creator,1,2,0,1,2.00,0.500000,0.0000,2,2,0.00
UCvl2crByj2F7BH_qY_dMT9g,가격파괴연구소tv-b1j,creator,1,2,0,1,2.00,0.500000,0.0000,2,2,0.00
UCTBPntJg67JmDepuKTAhChA,poleone-v6y,creator,1,2,0,0,2.00,0.000000,0.0000,2,2,0.00
UCeOgslad0kXxcRnB_XsDIRA,더라인-4k,creator,1,2,1,0,2.00,0.500000,1.0000,2,2,0.00
UCNUPYDlls3NzsgAimNL3Msw,쇼핑박사-q5i,creator,1,0,0,1,0.00,0.000000,0.0000,0,0,0.00
UCHgOtx0EX2gWjkTETklM3YQ,버킷리뷰-t3p,creator,1,0,0,1,0.00,0.000000,0.0000,0,0,0.00
UCMlkChH1IR2b88eit57eMjA,더윤슬피부과의원,hospital_clinic,1,0,0,0,0.00,0.000000,0.0000,0,0,0.00
UCUqPWAAJG5IiH-dnkpl8ryw,유성더블유피부과의원,hospital_clinic,1,0,0,0,0.00,0.000000,0.0000,0,0,0.00
