channelId,channelName,type,uploads,views,likes,comments,avg_views,er,shorts_ratio,median_views,p90_views,avg_subscribers
UCuajy72PSiVFbLHUrZXW3OA,서기채널,creator,1,70249,1100,120,70249.00,0.017367,0.0000,70249,70249,208000.00
UCV-gZBbztDWwsIhSkxGQS3A,한미인의원-韓美人醫美,hospital_clinic,89,68302,350,72,767.44,0.006178,1.0000,679,1349.4,11500.00
UCcRTcy_GuofiJLPLMlVcGxw,AliceFunk 앨리스펑크,creator,1,65110,1300,298,65110.00,0.024543,0.0000,65110,65110,795000.00
UCuQe2i7pxPequLYKXBrPlMA,주름잡는의사 이재운,creator,1,36840,631,14,36840.00,0.017508,0.0000,36840,36840,153000.00
UC5flkV-X1ahz3Ms46xIqEjw,홈쎄라(homethera),creator,4,35147,38,1,8786.75,0.001110,0.2500,92,24469.500000000007,1280.00
UC8j6IX5MclzajN-rY1R0snA,윤또의 VLOG,creator,1,33699,446,65,33699.00,0.015164,0.0000,33699,33699,2510.00
UC3QNAkYc-kjm_t7tspWIKqw,닥터코스모 ,creator,1,31320,249,16,31320.00,0.008461,1.0000,31320,31320,16100.00
UCZlTEEKh3ounqVfpf21WMeQ,최모나choimona,creator,1,27850,297,14,27850.00,0.011167,1.0000,27850,27850,433000.00
UC7ZnVKsRo4IKbpU6VDWUj7Q,청담동 금손 김원장,creator,2,27205,541,106,13602.50,0.023782,0.5000,13602.5,21998.9,37000.00
UC4JlefV1ZZkEl1a5rPBAxIQ,닥터필러 피부과전문의 Dr.filler,hospital_clinic,3,26397,95,4,8799.00,0.003750,1.0000,7649,11761.8,140000.00
UCRhACfjsdpVQZCn89Ya5MsQ,나만의 뷰티 주치의 Dr. 유진스 Eugenes Skin,creator,6,24249,28,1,4041.50,0.001196,1.0000,2975.5,7693,5010.00
UCvM5JKYxej9DF4Knsx7u8jQ,토리파 동네의사이상욱의 진료실 밖 처방전,creator,1,24165,546,41,24165.00,0.024291,0.0000,24165,24165,300000.00
